0 1 2
4141 1 0
4142 0 0
4143 1 2
4144 1 1
4145 1 2
4146 1 1
4147 1 1
4148 0 2
4149 1 2
4150 0 1
4151 1 2
4152 1 2
4153 1 1
4154 1 1
4155 0 2
4156 0 0
4157 0 0
4158 1 2
4159 0 2
4160 1 2
4161 1 2
4162 1 1
4163 1 2
4164 1 2
4165 1 2
4166 0 2
4167 0 1
4168 0 2
4169 1 2
4170 1 0
4171 1 2
4172 1 2
4173 1 0
4174 0 0
4175 1 1
4176 0 1
4177 0 1
4178 0 2
4179 1 1
4180 1 2
4181 1 1
4182 0 0
4183 1 2
4184 1 2
4185 1 2
4186 0 2
4187 1 1
4188 1 1
4189 0 1
4190 1 1
4191 1 2
4192 0 2
4193 1 1
4194 1 2
4195 0 0
4196 1 0
4197 1 2
4198 0 2
4199 1 2
4200 1 2
4201 1 2
4202 1 2
4203 0 0
4204 1 0
4205 0 2
4206 1 1
4207 1 2
4208 1 2
4209 1 1
4210 0 0
4211 0 0
4212 1 2
4213 1 1
4214 1 2
4215 1 1
4216 1 1
4217 1 1
4218 1 2
4219 1 1
4220 1 1
4221 1 2
4222 1 2
4223 0 0
4224 1 1
4225 1 1
4226 1 0
4227 0 1
4228 0 2
4229 0 0
4230 1 1
4231 1 0
4232 1 0
4233 1 1
4234 0 0
4235 0 2
4236 0 1
4237 1 0
4238 1 2
4239 1 1
4240 0 1
4241 1 2
4242 1 2
4243 1 1
4244 0 1
4245 0 2
4246 1 0
4247 1 0
4248 1 2
4249 0 1
4250 1 2
4251 1 0
4252 1 1
4253 0 2
4254 1 2
4255 1 1
4256 1 1
4257 1 2
4258 1 2
4259 1 2
4260 1 0
4261 0 0
4262 1 0
4263 1 1
4264 1 2
4265 0 0
4266 1 1
4267 1 2
4268 0 1
4269 1 2
4270 1 2
4271 1 1
4272 1 0
4273 1 2
4274 0 0
4275 0 0
4276 1 0
4277 1 1
4278 1 2
4279 1 0
4280 1 1
4281 1 1
4282 1 2
4283 0 2
4284 1 2
4285 1 0
4286 1 1
4287 0 2
4288 1 1
4289 1 1
4290 1 0
4291 1 1
4292 1 1
4293 0 2
4294 1 0
4295 1 0
4296 0 1
4297 0 1
4298 1 1
4299 0 1
4300 1 1
4301 1 2
4302 1 1
4303 1 1
4304 1 1
4305 1 2
4306 0 1
4307 0 2
4308 0 1
4309 0 0
4310 1 0
4311 1 1
4312 1 1
4313 1 1
4314 1 0
4315 0 2
4316 1 0
4317 0 0
4318 0 2
4319 0 2
4320 0 1
4321 1 0
4322 1 1
4323 0 2
4324 0 1
4325 0 2
4326 1 1
4327 1 2
4328 1 1
4329 1 2
4330 1 1
4331 1 1
4332 1 0
4333 1 1
4334 1 0
4335 1 2
4336 1 1
4337 1 0
4338 0 2
4339 0 1
4340 1 1
4341 1 1
4342 1 1
4343 1 1
4344 0 2
4345 1 0
4346 1 1
4347 1 2
4348 1 1
4349 1 1
4350 1 2
4351 1 1
4352 0 1
4353 0 2
4354 1 2
4355 0 1
4356 1 1
4357 1 0
4358 0 1
4359 1 1
4360 1 1
4361 1 1
4362 0 2
4363 1 1
4364 1 0
4365 0 1
4366 1 0
4367 1 1
4368 0 1
4369 0 0
4370 1 1
4371 0 1
4372 0 2
4373 1 1
4374 1 1
4375 0 2
4376 0 2
4377 1 1
4378 1 2
4379 0 1
4380 1 2
4381 0 0
4382 1 2
4383 1 2
4384 0 1
4385 0 0
4386 0 1
4387 1 2
4388 1 2
4389 1 2
4390 0 1
4391 0 2
4392 1 1
4393 0 1
4394 0 2
4395 0 1
4396 0 2
4397 1 1
4398 1 2
4399 0 1
4400 0 1
4401 1 1
4402 1 1
4403 1 1
4404 0 1
4405 1 2
4406 1 1
4407 1 2
4408 1 0
4409 1 1
4410 1 1
4411 0 2
4412 1 1
4413 1 2
4414 1 2
4415 1 0
4416 1 2
4417 1 1
4418 1 2
4419 1 1
4420 1 1
4421 1 1
4422 1 1
4423 1 2
4424 1 1
4425 0 2
4426 0 0
4427 1 1
4428 1 1
4429 0 2
4430 0 1
4431 1 1
4432 0 0
4433 1 0
4434 1 2
4435 0 2
4436 0 1
4437 1 1
4438 1 2
4439 1 1
4440 1 2
4441 0 1
4442 0 2
4443 1 2
4444 1 2
4445 0 2
4446 0 2
4447 0 0
4448 1 0
4449 1 1
4450 1 1
4451 0 2
4452 1 2
4453 1 2
4454 0 2
4455 0 2
4456 0 2
4457 1 2
4458 1 0
4459 1 1
4460 1 0
4461 0 2
4462 1 2
4463 0 1
4464 0 0
4465 1 0
4466 1 2
4467 0 0
4468 0 2
4469 0 2
4470 1 1
4471 1 0
4472 1 1
4473 0 2
4474 1 2
4475 1 2
4476 1 2
4477 0 1
4478 0 1
4479 1 1
4480 0 1
4481 1 2
4482 1 2
4483 1 1
4484 1 2
4485 1 2
4486 1 2
4487 1 1
4488 0 0
4489 0 2
4490 1 1
4491 1 1
4492 0 1
4493 0 2
4494 0 0
4495 1 2
4496 0 2
4497 0 1
4498 0 1
4499 1 0
4500 1 2
4501 0 1
4502 1 2
4503 0 2
4504 0 1
4505 0 1
4506 1 2
4507 0 1
4508 1 2
4509 1 2
4510 0 1
4511 1 2
4512 0 1
4513 1 2
4514 1 2
4515 1 1
4516 1 1
4517 1 1
4518 1 1
4519 1 1
4520 0 1
4521 1 2
4522 1 0
4523 1 0
4524 1 1
4525 0 0
4526 1 2
4527 0 1
4528 0 1
4529 0 2
4530 0 2
4531 1 1
